collage,Player,id,height,weight,born,birth_city,birth_state
Phillips University,John Turner,2178,203,111,1967,Washington,District of Columbia
,Joao Vianna,2179,206,97,1966,Trabajara,Brazil
Indiana University,Eric Anderson,2180,206,99,1970,Chicago,Illinois
Seton Hall University,Anthony Avent,2181,206,106,1969,Rocky Mount,North Carolina
Georgia Institute of Technology,Jon Barry,2182,193,88,1969,Oakland,California
University of Wisconsin-Green Bay,Tony Bennett,2183,183,79,1969,Green Bay,Wisconsin
Monmouth University,Alex Blackwell,2184,198,113,1970,Toms River,New Jersey
Louisiana State University,Ricky Blanton,2185,201,97,1966,Miami,Florida
University of Minnesota,Walter Bond,2186,196,90,1969,Chicago,Illinois
University of Texas at Austin,Dexter Cambridge,2187,201,101,1970,Eleuthra,Bahamas
Pepperdine University,Doug Christie,2188,198,90,1970,Seattle,Washington
University of Southern California,Duane Cooper,2189,185,83,1969,Benton Harbor,Michigan
University of Southern Mississippi,Joe Courtney,2190,203,106,1969,Jackson,Mississippi
University of Virginia,John Crotty,2191,185,83,1969,Orange,New Jersey
,Radisav Curcic,2192,208,124,1965,Cacak,Serbia
Mount San Antonio College,Lloyd Daniels,2193,201,92,1967,Brooklyn,New York
University of North Carolina,Hubert Davis,2194,196,83,1970,Winston-Salem,North Carolina
University of Arkansas,Todd Day,2195,198,85,1970,Decatur,Illinois
Northeastern State University,Richard Dumas,2196,190,77,1970,,
Colorado State University,Pat Durham,2197,201,95,1967,Dallas,Texas
University of Notre Dame,LaPhonso Ellis,2198,203,108,1970,East St. Louis,Illinois
Georgia Institute of Technology,Matt Geiger,2199,213,110,1969,Salem,Massachusetts
University of Georgia,Litterial Green,2200,185,83,1970,Pascagoula,Mississippi
North Carolina State University,Tom Gugliotta,2201,208,108,1969,Huntington Station,New York
University of Minnesota Duluth,Jay Guidinger,2202,208,115,1969,Milwaukee,Wisconsin
University of Alabama,Robert Horry,2203,206,99,1970,Andalusia,Alabama
Oklahoma State University,Byron Houston,2204,196,113,1969,Watonga,Kansas
DePaul University,Stephen Howard,2205,206,102,1970,Dallas,Texas
Ohio State University,Jim Jackson,2206,198,99,1970,Toledo,Ohio
East Tennessee State University,Keith Jennings,2207,170,72,1968,Culpepper,Virginia
Syracuse University,Dave Johnson,2208,201,95,1970,Morgan City,Louisiana
Oklahoma State University,Thomas Jordan,2209,208,99,1968,Baltimore,Maryland
Stanford University,Adam Keefe,2210,206,104,1970,Irvine,California
Duke University,Christian Laettner,2211,211,106,1969,Angola,New York
University of Houston,Sam Mack,2212,201,99,1970,Chicago,Illinois
"University of California, Los Angeles",Don MacLean,2213,208,106,1970,Palo Alto,California
University of Texas at El Paso,Marlon Maxey,2214,203,113,1969,Chicago,Illinois
University of Arkansas,Lee Mayberry,2215,185,78,1970,Tulsa,Oklahoma
University of Arkansas,Oliver Miller,2216,206,127,1970,Fort Worth,Texas
University of Southern California,Harold Miner,2217,196,95,1971,Inglewood,California
University of Arkansas,Isaiah Morris,2218,203,103,1969,Richmond,Virginia
Georgetown University,Alonzo Mourning*,2219,208,108,1970,Chesapeake,Virginia
"University of California, Los Angeles",Tracy Murray,2220,201,102,1971,Los Angeles,California
University of Minnesota,Melvin Newbern,2221,193,90,1967,Toledo,Ohio
Louisiana State University,Shaquille O'Neal*,2222,216,147,1972,Newark,New Jersey
University of Arizona,Matt Othick,2223,188,74,1969,Clovis,New Mexico
La Salle University,Doug Overton,2224,190,86,1969,Philadelphia,Pennsylvania
University of Missouri,Anthony Peeler,2225,193,94,1969,Kansas City,Missouri
University of Oklahoma,Brent Price,2226,185,74,1968,Shawnee,Oklahoma
McNeese State University,Anthony Pullard,2227,208,111,1966,DeQuincy,Louisiana
University of Arizona,Sean Rooks,2228,208,113,1969,New York,New York
St. John's University,Malik Sealy,2229,203,86,1970,Bronx,New York
University of Pittsburgh,Chris Smith,2230,208,104,1965,Bridgeport,Connecticut
Texas Christian University,Reggie Smith,2231,208,108,1970,San Jose,California
Northern Arizona University,Andre Spencer,2232,198,95,1964,Stockton,California
"University of Nevada, Las Vegas",Elmore Spencer,2233,213,122,1969,Atlanta,Georgia
University of Alabama,Latrell Sprewell,2234,196,86,1970,Milwaukee,Wisconsin
Iowa State University,Barry Stevens,2235,196,88,1963,Flint,Michigan
University of Virginia,Bryant Stith,2236,196,94,1970,Emporia,Virginia
,Gundars Vetra,2237,198,88,1967,Ventspils,Latvia
University of Southern Mississippi,Clarence Weatherspoon,2238,198,108,1970,Crawford,Mississippi
University of Alabama,Marcus Webb,2239,206,115,1970,Montgomery,Alabama
St. John's University,Robert Werdann,2240,211,113,1970,Sunnyside,New York
Oklahoma State University,Corey Williams,2241,188,86,1970,Twiggs,Georgia
Stetson University,Lorenzo Williams,2242,206,90,1969,Ocala,Florida
Indiana University,Walt Williams,2243,193,88,1923,,
La Salle University,Randy Woods,2244,178,83,1970,Philadelphia,Pennsylvania
University of South Florida,Gary Alexander,2245,201,108,1969,Jacksonville,Florida
University of Hartford,Vin Baker,2246,211,105,1971,Lake Wales,Florida
University of Cincinnati,Corie Blount,2247,206,108,1969,Monrovia,California
Brigham Young University,Shawn Bradley,2248,229,106,1972,Landstuhl,Germany
,P.J. Brown,2249,229,106,1972,,
University of Maryland,Evers Burns,2250,203,117,1971,Baltimore,Maryland
University of Connecticut,Scott Burrell,2251,201,98,1971,New Haven,Connecticut
University of Memphis,Mitchell Butler,2252,188,77,1946,Memphis,Tennessee
Florida State University,Sam Cassell,2253,190,83,1969,Baltimore,Maryland
Indiana University,Calbert Cheaney,2254,201,94,1971,Evansville,Indiana
Georgia Southern University,Michael Curry,2255,196,95,1968,Anniston,Alabama
University of Texas at El Paso,Antonio Davis,2256,206,97,1968,Oakland,California
University of Maryland,Brian Davis,2257,190,81,1955,Monaca,Pennsylvania
Seton Hall University,Terry Dehere,2258,188,86,1971,New York,New York
University of the Pacific,Dell Demps,2259,190,92,1970,Long Beach,California
University of Iowa,Acie Earl,2260,208,108,1970,Peoria,Illinois
Wright State University,Bill Edwards,2261,203,97,1971,Middletown,Ohio
Florida State University,Doug Edwards,2262,201,99,1971,Miami,Florida
Morehouse College,Harold Ellis,2263,196,90,1970,Atlanta,Georgia
Mississippi Valley State University,Alphonso Ford,2264,185,86,1971,Greenwood,Mississippi
Creighton University,Chad Gallagher,2265,208,115,1969,Rockford,Illinois
Seton Hall University,Andrew Gaze,2266,201,92,1965,Melbourne,Australia
University of Oklahoma,Ricky Grace,2267,185,81,1967,Dallas,Texas
Indiana University,Greg Graham,2268,193,78,1970,Indianapolis,Indiana
University of Utah,Josh Grant,2269,206,101,1967,Salt Lake City,Utah
,Andres Guibert,2270,208,102,1968,Havana,Cuba
Louisiana State University,Geert Hammink,2271,213,118,1969,Didam,Netherlands
University of Memphis,Anfernee Hardaway,2272,201,88,1971,Memphis,Tennessee
"California State University, Long Beach",Lucious Harris,2273,196,86,1970,Los Angeles,California
Pfeiffer University,Antonio Harvey,2274,211,102,1970,Pascagoula,Mississippi
Oregon State University,Scott Haskin,2275,211,113,1970,Riverside,California
University of Oklahoma,Skeeter Henry,2276,201,86,1967,Dallas,Texas
University of Tennessee,Allan Houston,2277,198,90,1971,Louisville,Kentucky
Jackson State University,Lindsey Hunter,2278,188,77,1970,Utica,Mississippi
Duke University,Bobby Hurley,2279,183,74,1971,Jersey City,New Jersey
University of Alabama at Birmingham,Stanley Jackson,2280,190,83,1970,Tuskegee,Alabama
Ohio State University,Chris Jent,2281,201,99,1970,Orange,California
University of Nebraska,Ervin Johnson,2282,188,92,1966,Brooklyn,New York
Murray State University,Popeye Jones,2283,203,113,1970,Dresden,Tennessee
University of Kansas,Adonis Jordan,2284,180,77,1970,Brooklyn,New York
New Mexico State University,Reggie Jordan,2285,193,88,1968,Chicago,Illinois
Middle Tennessee State University,Warren Kidd,2286,206,106,1970,Harpersville,Alabama
Wake Forest University,Chris King,2287,203,97,1969,Newton Grove,North Carolina
,Toni Kukoc,2288,208,87,1968,Split,Croatia
University of North Carolina,George Lynch,2289,203,98,1970,Roanoke,Virginia
Georgia Institute of Technology,Malcolm Mackey,2290,206,112,1970,Chattanooga,Tennessee
"University of California, Los Angeles",Gerald Madkins,2291,193,90,1969,Merced,California
University of Minnesota,Bob Martin,2292,213,113,1969,Minneapolis,Minnesota
University of Kentucky,Jamal Mashburn,2293,203,108,1972,New York,New York
Western Kentucky University,Darnell Mee,2294,196,79,1971,Cleveland,Tennessee
University of Arizona,Chris Mills,2295,198,97,1970,Los Angeles,California
University of Pittsburgh,Darren Morningstar,2296,208,106,1969,Stevenson,Washington
,Gheorghe Muresan,2297,231,137,1971,Triteni,Romania
University of Houston,Bo Outlaw,2298,203,95,1971,San Antonio,Texas
Michigan State University,Mike Peplowski,2299,208,122,1970,Detroit,Michigan
"University of California, Los Angeles",Richard Petruska,2300,208,117,1969,Levice,Slovakia
,Dino Radja,2301,211,102,1967,Split,Croatia
"University of Nevada, Las Vegas",Isaiah Rider,2302,196,97,1971,Oakland,California
University of Michigan,Eric Riley,2303,213,111,1970,Cleveland,Ohio
"University of Nevada, Las Vegas",James Robinson,2304,198,95,1955,Los Angeles,California
Wake Forest University,Rodney Rogers,2305,201,106,1971,Durham,North Carolina
"California State University, Long Beach",Bryon Russell,2306,201,102,1970,San Bernardino,California
North Carolina State University,Kevin Thompson,2307,211,117,1971,Winston-Salem,North Carolina
University of Notre Dame,Keith Tower,2308,211,113,1970,Libby,Montana
,Nick Van,2309,211,113,1970,,
University of Kansas,Rex Walters,2310,193,86,1970,Omaha,Nebraska
University of Michigan,Chris Webber,2311,206,111,1973,Detroit,Michigan
University of North Carolina,Matt Wenstrom,2312,216,113,1970,Minneapolis,Minnesota
Baylor University,David Wesley,2313,183,86,1970,San Antonio,Texas
Clemson University,Chris Whitney,2314,183,76,1971,Hopkinsville,Kentucky
Xavier University,Aaron Williams,2315,206,99,1971,Evanston,Illinois
Seton Hall University,Luther Wright,2316,218,122,1971,Jersey City,New Jersey
Duquesne University,Derrick Alston,2317,211,102,1972,Bronx,New York
Fayetteville State University,Darrell Armstrong,2318,183,77,1968,Gastonia,North Carolina
,Sergei Bazarevich,2319,188,76,1965,Moscow,Russia
University of Notre Dame,Elmer Bennett,2320,183,77,1970,Evanston,Illinois
Dartmouth College,James Blackwell,2321,183,86,1968,Mount Kisco,New York
University of Wyoming,Tim Breaux,2322,201,97,1970,Baton Rouge,Louisiana
Boise State University,Chris Childs,2323,190,88,1967,Bakersfield,California
Boston College,Bill Curley,2324,206,99,1972,Boston,Massachusetts
George Washington University,Yinka Dare,2325,213,120,1972,Kano,Nigeria
University of Missouri-Kansas City,Tony Dumas,2326,198,86,1972,Chicago,Illinois
Boston College,Howard Eisley,2327,188,80,1972,Detroit,Michigan
University of North Carolina at Wilmington,Matt Fish,2328,211,106,1969,Washington,Iowa
Xavier University,Brian Grant,2329,206,115,1972,Columbus,Ohio
University of Kansas,Darrin Hancock,2330,201,92,1971,Birmingham,Alabama
University of Louisville,Jerome Harmon,2331,193,86,1969,Gary,Indiana
Duke University,Grant Hill,2332,203,102,1972,Dallas,Texas
Pennsylvania State University,Tom Hovasse,2333,203,92,1967,Durango,Colorado
University of Michigan,Juwan Howard,2334,206,108,1973,Chicago,Illinois
Kansas State University,Askia Jones,2335,196,90,1971,Philadelphia,Pennsylvania
"University of Nevada, Reno",Eddie Jones,2336,208,102,1956,Fort Rucker,Alabama
University of California,Jason Kidd,2337,193,92,1973,San Francisco,California
University of Arkansas,Antonio Lang,2338,211,111,1966,Pine Bluff,Arkansas
Jackson State University,Ryan Lorthridge,2339,193,86,1972,Nashville,Tennessee
University of Connecticut,Donyell Marshall,2340,206,98,1973,Reading,Pennsylvania
"University of California, Los Angeles",Darrick Martin,2341,180,77,1971,Denver,Colorado
Marquette University,Jim McIlvaine,2342,216,108,1972,Racine,Wisconsin
Temple University,Aaron McKie,2343,196,94,1972,Philadelphia,Pennsylvania
Michigan State University,Anthony Miller,2344,206,102,1971,Benton Harbor,Michigan
University of Louisville,Greg Minor,2345,198,95,1971,Sandersville,Georgia
University of Pittsburgh,Eric Mobley,2346,211,106,1970,Bronx,New York
University of North Carolina,Eric Montross,2347,213,122,1971,Indianapolis,Indiana
University of Louisville,Dwayne Morton,2348,201,88,1971,Louisville,Kentucky
University of California,Lamond Murray,2349,201,107,1973,Pasadena,California
Georgia Institute of Technology,Ivano Newbill,2350,206,111,1970,Sedalia,Missouri
Liberty University,Julius Nwosu,2351,208,115,1971,Nkwere,Nigeria
Auburn University,Wesley Person,2352,198,88,1971,Crenshaw,Alabama
University of North Carolina,Derrick Phelps,2353,193,82,1972,Queens,New York
University of Nebraska,Eric Piatkowski,2354,201,97,1970,Steubenville,Ohio
University of Washington,Eldridge Recasner,2355,190,86,1967,New Orleans,Louisiana
University of Arizona,Khalid Reeves,2356,190,90,1972,Queens,New York
Purdue University,Glenn Robinson,2357,201,102,1973,Gary,Indiana
Tennessee State University,Carlos Rogers,2358,211,99,1971,Detroit,Michigan
University of Michigan,Jalen Rose,2359,203,95,1973,Detroit,Michigan
University of Louisville,Clifford Rozier,2360,211,111,1972,Bradenton,Florida
University of Hawaii,Trevor Ruffin,2361,185,83,1970,Buffalo,New York
Providence College,Dickey Simpkins,2362,206,112,1972,Fort Washington,Maryland
University of Wyoming,Reggie Slater,2363,201,97,1970,Houston,Texas
Temple University,Mark Strickland,2364,206,95,1970,Atlanta,Georgia
Auburn University,Aaron Swinson,2365,196,104,1971,Brunswick,Georgia
,Zan Tabak,2366,213,111,1970,Split,Croatia
Oklahoma State University,Brooks Thompson,2367,193,87,1970,Dallas,Texas
Wake Forest University,Anthony Tucker,2368,203,99,1969,Washington,District of Columbia
,B.J. Tyler,2369,203,99,1969,,
Georgia Institute of Technology,Fred Vinson,2370,193,86,1971,Murfreesboro,North Carolina
Florida State University,Charlie Ward,2371,188,86,1970,Thomasville,Georgia
University of South Carolina,Jamie Watson,2372,201,86,1972,Elm City,North Carolina
University of Notre Dame,Monty Williams,2373,203,102,1971,Fredericksburg,Virginia
University of Cincinnati,Dontonio Wingfield,2374,203,116,1974,Albany,Georgia
Clemson University,Sharone Wright,2375,211,117,1973,Macon,Georgia
University of Virginia,Cory Alexander,2376,185,83,1973,Waynesboro,Virginia
University of Pennsylvania,Jerome Allen,2377,193,83,1973,Philadelphia,Pennsylvania
Pennsylvania State University,John Amaechi,2378,208,122,1970,Boston,Massachusetts
Southern Illinois University,Ashraf Amaya,2379,203,104,1971,Oak Park,Illinois
Oregon State University,Brent Barry,2380,198,83,1971,Hempstead,New York
University of Arkansas,Corey Beck,2381,185,86,1971,Memphis,Tennessee
Arizona State University,Mario Bennett,2382,198,106,1973,Denton,Texas
Georgia Institute of Technology,Travis Best,2383,180,82,1972,Springfield,Massachusetts
University of Missouri,Melvin Booker,2384,185,83,1972,Pascagoula,Mississippi
University of Colorado,Donnie Boyce,2385,196,88,1973,Chicago,Illinois
Providence College,Marques Bragg,2386,203,104,1970,East Orange,New Jersey
University of Virginia,Junior Burrough,2387,203,109,1973,Charlotte,North Carolina
University of Alabama,Jason Caffey,2388,203,115,1973,Mobile,Alabama
Southern Illinois University,Chris Carr,2389,196,93,1974,Ironton,Missouri
Wake Forest University,Randolph Childress,2390,188,85,1972,Washington,District of Columbia
Georgetown University,Robert Churchwell,2391,198,88,1972,South Bend,Indiana
University of Georgia,Charles Claxton,2392,213,120,1970,St. Thomas,U.S. Virgin Islands
